"Var1","Freq","HKLK_dyad_ID","HKLK_no_dual_events","JID1","JID2","HK_knowledge","LK_knowledge","HKLK_knowledge_comb","HKLK_no_dual_events_mean","edge_weight_post","edge_weight_pre","edge_new","HKLK_knowledge_comb4","HKLK_no_dual_events_mean_z","HKLK_no_dual_events_mean_gc","HKLK_no_dual_events_mean_gc_z","dyad_ID","phase","dyad_ID_phase","edge_cooccurrence","edge_binary","JID1_phase","JID2_phase","ID1_events","ID2_events","ID1_events_z","ID2_events_z"
"J1463 J41",1,"J1463 J41",1,"J1463","J41","naive","naive","naive naive",1.5,NA,NA,0,"naive",-0.439685004457359,-1.82224958949097,-0.372493065580853,"J1463_J41","postknowledge","J1463_J41_postknowledge",0,0,"J1463_postknowledge","J41_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4161 J1463",1,"J4161 J1463",1,"J1463","J4161","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J1463_J4161","postknowledge","J1463_J4161_postknowledge",0,0,"J1463_postknowledge","J4161_postknowledge",0,26,-0.499376761210493,1.09844958356863
"J4162 J1463",12,"J4162 J1463",12,"J1463","J4162","knowledge","naive","knowledge naive",12,NA,NA,0,"knowledge",0.786825296608862,3.75,0.313582576758347,"J1463_J4162","postknowledge","J1463_J4162_postknowledge",0,0,"J1463_postknowledge","J4162_postknowledge",0,3,-0.499376761210493,-0.272575680117757
"J42 J1463",4,"J42 J1463",4,"J1463","J42","naive","naive","naive naive",4,NA,NA,0,"naive",-0.147658742298735,0.677750410509031,0.138541574965981,"J1463_J42","postknowledge","J1463_J42_postknowledge",0,0,"J1463_postknowledge","J42_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4315 J1463",25,"J4315 J1463",25,"J1463","J4315","knowledge","naive","knowledge naive",25,NA,NA,0,"knowledge",2.30536185983371,16.75,1.40066884285395,"J1463_J4315","postknowledge","J1463_J4315_postknowledge",0,0,"J1463_postknowledge","J4315_postknowledge",0,9,-0.499376761210493,0.0850830843221708
"J4514 J1463",1,"J4514 J1463",1,"J1463","J4514","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1463_J4514","postknowledge","J1463_J4514_postknowledge",0,0,"J1463_postknowledge","J4514_postknowledge",0,18,-0.499376761210493,0.621571230982063
"J4601 J1463",8,"J4601 J1463",8,"J1463","J4601","knowledge","naive","knowledge naive",8,NA,NA,0,"knowledge",0.319583277155063,-0.25,-0.0209055051172231,"J1463_J4601","postknowledge","J1463_J4601_postknowledge",0,0,"J1463_postknowledge","J4601_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4634 J1463",2,"J4634 J1463",2,"J1463","J4634","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J1463_J4634","postknowledge","J1463_J4634_postknowledge",0,0,"J1463_postknowledge","J4634_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4967 J1463",18,"J4967 J1463",18,"J1463","J4967","knowledge","naive","knowledge naive",18,NA,NA,0,"knowledge",1.48768832578956,9.75,0.815314699571702,"J1463_J4967","postknowledge","J1463_J4967_postknowledge",0,0,"J1463_postknowledge","J4967_postknowledge",0,3,-0.499376761210493,-0.272575680117757
"J1463 J5017",2,"J1463 J5017",2,"J1463","J5017","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J1463_J5017","postknowledge","J1463_J5017_postknowledge",0,0,"J1463_postknowledge","J5017_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1463 J5043",19,"J1463 J5043",19,"J1463","J5043","naive","naive","naive naive",19,NA,NA,0,"naive",1.60449883065301,15.677750410509,3.20474941824698,"J1463_J5043","postknowledge","J1463_J5043_postknowledge",0,0,"J1463_postknowledge","J5043_postknowledge",0,2,-0.499376761210493,-0.332185474191078
"J5146 J1463",9,"J5146 J1463",9,"J1463","J5146","knowledge","naive","knowledge naive",9,NA,NA,0,"knowledge",0.436393782018513,0.75,0.0627165153516694,"J1463_J5146","postknowledge","J1463_J5146_postknowledge",0,0,"J1463_postknowledge","J5146_postknowledge",0,4,-0.499376761210493,-0.212965886044436
"J1463 J5316",5,"J1463 J5316",5,"J1463","J5316","naive","naive","naive naive",3.5,NA,NA,0,"naive",-0.20606399473046,0.177750410509031,0.0363346468566139,"J1463_J5316","postknowledge","J1463_J5316_postknowledge",0,0,"J1463_postknowledge","J5316_postknowledge",0,37,-0.499376761210493,1.75415731837517
"J1463 J5379",2,"J1463 J5379",2,"J1463","J5379","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J1463_J5379","postknowledge","J1463_J5379_postknowledge",0,0,"J1463_postknowledge","J5379_postknowledge",0,7,-0.499376761210493,-0.0341365038244718
"J1463 J5477",4,"J1463 J5477",4,"J1463","J5477","naive","naive","naive naive",5,NA,NA,0,"naive",-0.0308482374352854,1.67775041050903,0.342955431184714,"J1463_J5477","postknowledge","J1463_J5477_postknowledge",0,0,"J1463_postknowledge","J5477_postknowledge",0,36,-0.499376761210493,1.69454752430185
"J1463 J5582",3,"J1463 J5582",3,"J1463","J5582","naive","naive","naive naive",3,NA,NA,0,"naive",-0.264469247162184,-0.322249589490969,-0.0658722812527527,"J1463_J5582","postknowledge","J1463_J5582_postknowledge",0,0,"J1463_postknowledge","J5582_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1463 J5584",3,"J1463 J5584",3,"J1463","J5584","naive","naive","naive naive",3,NA,NA,0,"naive",-0.264469247162184,-0.322249589490969,-0.0658722812527527,"J1463_J5584","postknowledge","J1463_J5584_postknowledge",0,0,"J1463_postknowledge","J5584_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1463 J5645",4,"J1463 J5645",4,"J1463","J5645","naive","naive","naive naive",4,NA,NA,0,"naive",-0.147658742298735,0.677750410509031,0.138541574965981,"J1463_J5645","postknowledge","J1463_J5645_postknowledge",0,0,"J1463_postknowledge","J5645_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1463 J5651",6,"J1463 J5651",6,"J1463","J5651","naive","naive","naive naive",6,NA,NA,0,"naive",0.0859622674281642,2.67775041050903,0.547369287403447,"J1463_J5651","postknowledge","J1463_J5651_postknowledge",0,0,"J1463_postknowledge","J5651_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J5740 J1463",2,"J5740 J1463",2,"J1463","J5740","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J1463_J5740","postknowledge","J1463_J5740_postknowledge",0,0,"J1463_postknowledge","J5740_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J5806 J1463",2,"J5806 J1463",2,"J1463","J5806","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J1463_J5806","postknowledge","J1463_J5806_postknowledge",0,0,"J1463_postknowledge","J5806_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J5810 J1463",20,"J5810 J1463",20,"J1463","J5810","knowledge","naive","knowledge naive",20,NA,NA,0,"knowledge",1.72130933551646,11.75,0.982558740509487,"J1463_J5810","postknowledge","J1463_J5810_postknowledge",0,0,"J1463_postknowledge","J5810_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J5827 J1463",1,"J5827 J1463",1,"J1463","J5827","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J1463_J5827","postknowledge","J1463_J5827_postknowledge",0,0,"J1463_postknowledge","J5827_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J5836 J1463",1,"J5836 J1463",1,"J1463","J5836","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J1463_J5836","postknowledge","J1463_J5836_postknowledge",0,0,"J1463_postknowledge","J5836_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1463 J5874",6,"J1463 J5874",6,"J1463","J5874","naive","naive","naive naive",4,NA,NA,0,"naive",-0.147658742298735,0.677750410509031,0.138541574965981,"J1463_J5874","postknowledge","J1463_J5874_postknowledge",0,0,"J1463_postknowledge","J5874_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1463 J5922",6,"J1463 J5922",6,"J1463","J5922","naive","naive","naive naive",5.5,NA,NA,0,"naive",0.0275570149964394,2.17775041050903,0.445162359294081,"J1463_J5922","postknowledge","J1463_J5922_postknowledge",0,0,"J1463_postknowledge","J5922_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1463 J5939",8,"J1463 J5939",8,"J1463","J5939","naive","naive","naive naive",4.5,NA,NA,0,"naive",-0.0892534898670101,1.17775041050903,0.240748503075347,"J1463_J5939","postknowledge","J1463_J5939_postknowledge",0,0,"J1463_postknowledge","J5939_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1463 J5963",1,"J1463 J5963",1,"J1463","J5963","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J1463_J5963","postknowledge","J1463_J5963_postknowledge",0,0,"J1463_postknowledge","J5963_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1463 J5999",1,"J1463 J5999",1,"J1463","J5999","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J1463_J5999","postknowledge","J1463_J5999_postknowledge",0,0,"J1463_postknowledge","J5999_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J6000 J1463",2,"J6000 J1463",2,"J1463","J6000","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J1463_J6000","postknowledge","J1463_J6000_postknowledge",0,0,"J1463_postknowledge","J6000_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J664 J1463",6,"J664 J1463",6,"J1463","J664","knowledge","naive","knowledge naive",6,NA,NA,0,"knowledge",0.0859622674281642,-2.25,-0.188149546055008,"J1463_J664","postknowledge","J1463_J664_postknowledge",0,0,"J1463_postknowledge","J664_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J831 J1463",2,"J831 J1463",2,"J1463","J831","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J1463_J831","postknowledge","J1463_J831_postknowledge",0,0,"J1463_postknowledge","J831_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J1902",1,"J1480 J1902",1,"J1480","J1902","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1480_J1902","postknowledge","J1480_J1902_postknowledge",0,0,"J1480_postknowledge","J1902_postknowledge",0,48,-0.499376761210493,2.4098650531817
"J1480 J2124",1,"J1480 J2124",1,"J1480","J2124","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1480_J2124","postknowledge","J1480_J2124_postknowledge",0,0,"J1480_postknowledge","J2124_postknowledge",0,50,-0.499376761210493,2.52908464132835
"J1480 J2128",5,"J1480 J2128",5,"J1480","J2128","knowledge","knowledge","knowledge knowledge",7.5,NA,NA,0,"knowledge",0.261178024723339,1.65865384615385,0.336762097038937,"J1480_J2128","postknowledge","J1480_J2128_postknowledge",0,0,"J1480_postknowledge","J2128_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J2196",2,"J1480 J2196",2,"J1480","J2196","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J1480_J2196","postknowledge","J1480_J2196_postknowledge",0,0,"J1480_postknowledge","J2196_postknowledge",0,58,-0.499376761210493,3.00596299391492
"J1480 J2392",1,"J1480 J2392",1,"J1480","J2392","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1480_J2392","postknowledge","J1480_J2392_postknowledge",0,0,"J1480_postknowledge","J2392_postknowledge",0,76,-0.499376761210493,4.0789392872347
"J1480 J2941",14,"J1480 J2941",14,"J1480","J2941","knowledge","naive","knowledge naive",14,0.03125,NA,1,"knowledge",1.02044630633576,5.75,0.480826617696132,"J1480_J2941","postknowledge","J1480_J2941_postknowledge",0,0,"J1480_postknowledge","J2941_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J2961",5,"J1480 J2961",5,"J1480","J2961","knowledge","naive","knowledge naive",5,0.0285714285714286,NA,1,"knowledge",-0.0308482374352854,-3.25,-0.271771566523901,"J1480_J2961","postknowledge","J1480_J2961_postknowledge",0,0,"J1480_postknowledge","J2961_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J3526",2,"J1480 J3526",2,"J1480","J3526","knowledge","naive","knowledge naive",2,0.0147058823529412,NA,1,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J1480_J3526","postknowledge","J1480_J3526_postknowledge",0,0,"J1480_postknowledge","J3526_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J3753",2,"J1480 J3753",2,"J1480","J3753","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J1480_J3753","postknowledge","J1480_J3753_postknowledge",0,0,"J1480_postknowledge","J3753_postknowledge",0,17,-0.499376761210493,0.561961436908741
"J1480 J3987",1,"J1480 J3987",1,"J1480","J3987","knowledge","knowledge","knowledge knowledge",5.5,NA,NA,0,"knowledge",0.0275570149964394,-0.341346153846154,-0.0693046634485929,"J1480_J3987","postknowledge","J1480_J3987_postknowledge",0,0,"J1480_postknowledge","J3987_postknowledge",0,11,-0.499376761210493,0.204302672468813
"J1480 J4044",8,"J1480 J4044",8,"J1480","J4044","knowledge","naive","knowledge naive",8,NA,NA,0,"knowledge",0.319583277155063,-0.25,-0.0209055051172231,"J1480_J4044","postknowledge","J1480_J4044_postknowledge",0,0,"J1480_postknowledge","J4044_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J4104",5,"J1480 J4104",5,"J1480","J4104","knowledge","naive","knowledge naive",5,NA,NA,0,"knowledge",-0.0308482374352854,-3.25,-0.271771566523901,"J1480_J4104","postknowledge","J1480_J4104_postknowledge",0,0,"J1480_postknowledge","J4104_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J4151",9,"J1480 J4151",9,"J1480","J4151","knowledge","naive","knowledge naive",9,NA,NA,0,"knowledge",0.436393782018513,0.75,0.0627165153516694,"J1480_J4151","postknowledge","J1480_J4151_postknowledge",0,0,"J1480_postknowledge","J4151_postknowledge",0,26,-0.499376761210493,1.09844958356863
"J1480 J4304",7,"J1480 J4304",7,"J1480","J4304","knowledge","knowledge","knowledge knowledge",7.5,NA,NA,0,"knowledge",0.261178024723339,1.65865384615385,0.336762097038937,"J1480_J4304","postknowledge","J1480_J4304_postknowledge",0,0,"J1480_postknowledge","J4304_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J4951",13,"J1480 J4951",13,"J1480","J4951","knowledge","naive","knowledge naive",13,NA,NA,0,"knowledge",0.903635801472311,4.75,0.397204597227239,"J1480_J4951","postknowledge","J1480_J4951_postknowledge",0,0,"J1480_postknowledge","J4951_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J4961",1,"J1480 J4961",1,"J1480","J4961","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1480_J4961","postknowledge","J1480_J4961_postknowledge",0,0,"J1480_postknowledge","J4961_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J5006",1,"J1480 J5006",1,"J1480","J5006","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1480_J5006","postknowledge","J1480_J5006_postknowledge",0,0,"J1480_postknowledge","J5006_postknowledge",0,16,-0.499376761210493,0.50235164283542
"J1480 J505",116,"J1480 J505",116,"J1480","J505","knowledge","naive","knowledge naive",116,0.0714285714285714,NA,1,"knowledge",12.9351178024076,107.75,9.01027270552317,"J1480_J505","postknowledge","J1480_J505_postknowledge",0,0,"J1480_postknowledge","J505_postknowledge",0,22,-0.499376761210493,0.860010407275348
"J1480 J5056",3,"J1480 J5056",3,"J1480","J5056","knowledge","naive","knowledge naive",3,0.0169491525423729,NA,1,"knowledge",-0.264469247162184,-5.25,-0.439015607461686,"J1480_J5056","postknowledge","J1480_J5056_postknowledge",0,0,"J1480_postknowledge","J5056_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J5074",1,"J1480 J5074",1,"J1480","J5074","knowledge","knowledge","knowledge knowledge",1,NA,NA,0,"knowledge",-0.498090256889084,-4.84134615384615,-0.982954874545535,"J1480_J5074","postknowledge","J1480_J5074_postknowledge",0,0,"J1480_postknowledge","J5074_postknowledge",0,59,-0.499376761210493,3.06557278798824
"J1480 J5087",4,"J1480 J5087",4,"J1480","J5087","knowledge","naive","knowledge naive",4,NA,NA,0,"knowledge",-0.147658742298735,-4.25,-0.355393586992793,"J1480_J5087","postknowledge","J1480_J5087_postknowledge",0,0,"J1480_postknowledge","J5087_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J5089",9,"J1480 J5089",9,"J1480","J5089","knowledge","knowledge","knowledge knowledge",6.5,0.0133333333333333,NA,1,"knowledge",0.144367519859889,0.658653846153846,0.133728716795172,"J1480_J5089","postknowledge","J1480_J5089_postknowledge",0,0,"J1480_postknowledge","J5089_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J5222",3,"J1480 J5222",3,"J1480","J5222","knowledge","naive","knowledge naive",3,NA,NA,0,"knowledge",-0.264469247162184,-5.25,-0.439015607461686,"J1480_J5222","postknowledge","J1480_J5222_postknowledge",0,0,"J1480_postknowledge","J5222_postknowledge",0,11,-0.499376761210493,0.204302672468813
"J1480 J5595",1,"J1480 J5595",1,"J1480","J5595","knowledge","naive","knowledge naive",1,0.0161290322580645,NA,1,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1480_J5595","postknowledge","J1480_J5595_postknowledge",0,0,"J1480_postknowledge","J5595_postknowledge",0,45,-0.499376761210493,2.23103567096174
"J1480 J5645",5,"J1480 J5645",5,"J1480","J5645","knowledge","naive","knowledge naive",5,0.0163934426229508,NA,1,"knowledge",-0.0308482374352854,-3.25,-0.271771566523901,"J1480_J5645","postknowledge","J1480_J5645_postknowledge",0,0,"J1480_postknowledge","J5645_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J5694",2,"J1480 J5694",2,"J1480","J5694","knowledge","knowledge","knowledge knowledge",2,NA,NA,0,"knowledge",-0.381279752025634,-3.84134615384615,-0.77992149430177,"J1480_J5694","postknowledge","J1480_J5694_postknowledge",0,0,"J1480_postknowledge","J5694_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J5695",19,"J1480 J5695",19,"J1480","J5695","knowledge","knowledge","knowledge knowledge",11,0.0188679245283019,NA,1,"knowledge",0.670014791745412,5.15865384615385,1.04737892789211,"J1480_J5695","postknowledge","J1480_J5695_postknowledge",0,0,"J1480_postknowledge","J5695_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J5723A",2,"J1480 J5723A",2,"J1480","J5723A","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J1480_J5723A","postknowledge","J1480_J5723A_postknowledge",0,0,"J1480_postknowledge","J5723A_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J5730 J1480",2,"J5730 J1480",2,"J1480","J5730","knowledge","knowledge","knowledge knowledge",2,NA,NA,0,"knowledge",-0.381279752025634,-3.84134615384615,-0.77992149430177,"J1480_J5730","postknowledge","J1480_J5730_postknowledge",0,0,"J1480_postknowledge","J5730_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J5763",3,"J1480 J5763",3,"J1480","J5763","knowledge","naive","knowledge naive",3,0.0106382978723404,NA,1,"knowledge",-0.264469247162184,-5.25,-0.439015607461686,"J1480_J5763","postknowledge","J1480_J5763_postknowledge",0,0,"J1480_postknowledge","J5763_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J5766",2,"J1480 J5766",2,"J1480","J5766","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J1480_J5766","postknowledge","J1480_J5766_postknowledge",0,0,"J1480_postknowledge","J5766_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J6036",2,"J1480 J6036",2,"J1480","J6036","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J1480_J6036","postknowledge","J1480_J6036_postknowledge",0,0,"J1480_postknowledge","J6036_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J6043",3,"J1480 J6043",3,"J1480","J6043","knowledge","naive","knowledge naive",3,NA,NA,0,"knowledge",-0.264469247162184,-5.25,-0.439015607461686,"J1480_J6043","postknowledge","J1480_J6043_postknowledge",0,0,"J1480_postknowledge","J6043_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J6056",1,"J1480 J6056",1,"J1480","J6056","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1480_J6056","postknowledge","J1480_J6056_postknowledge",0,0,"J1480_postknowledge","J6056_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1480 J972",1,"J1480 J972",1,"J1480","J972","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1480_J972","postknowledge","J1480_J972_postknowledge",0,0,"J1480_postknowledge","J972_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J1529 J2128",2,"J1529 J2128",2,"J1529","J2128","knowledge","knowledge","knowledge knowledge",2,NA,NA,0,"knowledge",-0.381279752025634,-3.84134615384615,-0.77992149430177,"J1529_J2128","postknowledge","J1529_J2128_postknowledge",0,0,"J1529_postknowledge","J2128_postknowledge",95,0,3.72512149456669,-0.451405062337721
"J1529 J2941",21,"J1529 J2941",21,"J1529","J2941","knowledge","naive","knowledge naive",21,0.0116279069767442,NA,1,"knowledge",1.83811984037991,12.75,1.06618076097838,"J1529_J2941","postknowledge","J1529_J2941_postknowledge",0,0,"J1529_postknowledge","J2941_postknowledge",95,0,3.72512149456669,-0.451405062337721
"J1529 J2961",1,"J1529 J2961",1,"J1529","J2961","knowledge","naive","knowledge naive",1,0.00558659217877095,NA,1,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1529_J2961","postknowledge","J1529_J2961_postknowledge",0,0,"J1529_postknowledge","J2961_postknowledge",95,0,3.72512149456669,-0.451405062337721
"J1529 J3526",1,"J1529 J3526",1,"J1529","J3526","knowledge","naive","knowledge naive",1,0.0114285714285714,NA,1,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1529_J3526","postknowledge","J1529_J3526_postknowledge",0,0,"J1529_postknowledge","J3526_postknowledge",95,0,3.72512149456669,-0.451405062337721
"J1529 J3718",2,"J1529 J3718",2,"J1529","J3718","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J1529_J3718","postknowledge","J1529_J3718_postknowledge",0,0,"J1529_postknowledge","J3718_postknowledge",95,0,3.72512149456669,-0.451405062337721
"J1529 J3753",7,"J1529 J3753",7,"J1529","J3753","knowledge","naive","knowledge naive",7,NA,NA,0,"knowledge",0.202772772291614,-1.25,-0.104527525586116,"J1529_J3753","postknowledge","J1529_J3753_postknowledge",0,0,"J1529_postknowledge","J3753_postknowledge",95,17,3.72512149456669,0.561961436908741
"J1529 J3899",1,"J1529 J3899",1,"J1529","J3899","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J1529_J3899","postknowledge","J1529_J3899_postknowledge",0,0,"J1529_postknowledge","J3899_postknowledge",95,13,3.72512149456669,0.323522260615456
"J1529 J3987",9,"J1529 J3987",9,"J1529","J3987","knowledge","knowledge","knowledge knowledge",5.5,NA,NA,0,"knowledge",0.0275570149964394,-0.341346153846154,-0.0693046634485929,"J1529_J3987","postknowledge","J1529_J3987_postknowledge",1,1,"J1529_postknowledge","J3987_postknowledge",95,11,3.72512149456669,0.204302672468813
"J1529 J4104",15,"J1529 J4104",15,"J1529","J4104","knowledge","naive","knowledge naive",15,0.00704225352112676,NA,1,"knowledge",1.13725681119921,6.75,0.564448638165024,"J1529_J4104","postknowledge","J1529_J4104_postknowledge",0,0,"J1529_postknowledge","J4104_postknowledge",95,0,3.72512149456669,-0.451405062337721
"J1529 J4715",6,"J1529 J4715",6,"J1529","J4715","knowledge","naive","knowledge naive",6,NA,NA,0,"knowledge",0.0859622674281642,-2.25,-0.188149546055008,"J1529_J4715","postknowledge","J1529_J4715_postknowledge",0,0,"J1529_postknowledge","J4715_postknowledge",95,3,3.72512149456669,-0.272575680117757
"J1529 J4776",2,"J1529 J4776",2,"J1529","J4776","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J1529_J4776","postknowledge","J1529_J4776_postknowledge",0,0,"J1529_postknowledge","J4776_postknowledge",95,3,3.72512149456669,-0.272575680117757
"J1529 J4951",9,"J1529 J4951",9,"J1529","J4951","knowledge","naive","knowledge naive",9,NA,NA,0,"knowledge",0.436393782018513,0.75,0.0627165153516694,"J1529_J4951","postknowledge","J1529_J4951_postknowledge",0,0,"J1529_postknowledge","J4951_postknowledge",95,0,3.72512149456669,-0.451405062337721
"J1529 J5087",13,"J1529 J5087",13,"J1529","J5087","knowledge","naive","knowledge naive",13,NA,NA,0,"knowledge",0.903635801472311,4.75,0.397204597227239,"J1529_J5087","postknowledge","J1529_J5087_postknowledge",0,0,"J1529_postknowledge","J5087_postknowledge",95,0,3.72512149456669,-0.451405062337721
"J1529 J5121",1,"J1529 J5121",1,"J1529","J5121","knowledge","knowledge","knowledge knowledge",2,NA,NA,0,"knowledge",-0.381279752025634,-3.84134615384615,-0.77992149430177,"J1529_J5121","postknowledge","J1529_J5121_postknowledge",0,0,"J1529_postknowledge","J5121_postknowledge",95,25,3.72512149456669,1.03883978949531
"J1529 J5222",3,"J1529 J5222",3,"J1529","J5222","knowledge","naive","knowledge naive",3,NA,NA,0,"knowledge",-0.264469247162184,-5.25,-0.439015607461686,"J1529_J5222","postknowledge","J1529_J5222_postknowledge",0,0,"J1529_postknowledge","J5222_postknowledge",95,11,3.72512149456669,0.204302672468813
"J1529 J5271",4,"J1529 J5271",4,"J1529","J5271","knowledge","naive","knowledge naive",4,NA,NA,0,"knowledge",-0.147658742298735,-4.25,-0.355393586992793,"J1529_J5271","postknowledge","J1529_J5271_postknowledge",0,0,"J1529_postknowledge","J5271_postknowledge",95,9,3.72512149456669,0.0850830843221708
"J1529 J5595",2,"J1529 J5595",2,"J1529","J5595","knowledge","naive","knowledge naive",2,0.00588235294117647,NA,1,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J1529_J5595","postknowledge","J1529_J5595_postknowledge",3,1,"J1529_postknowledge","J5595_postknowledge",95,45,3.72512149456669,2.23103567096174
"J1529 J5694",3,"J1529 J5694",3,"J1529","J5694","knowledge","knowledge","knowledge knowledge",3,NA,NA,0,"knowledge",-0.264469247162184,-2.84134615384615,-0.576888114058005,"J1529_J5694","postknowledge","J1529_J5694_postknowledge",0,0,"J1529_postknowledge","J5694_postknowledge",95,0,3.72512149456669,-0.451405062337721
