"g_dyad_ID_post","g_edge_weights_post","ind1_ID","ind2_ID","ind1_knowledge","ind2_knowledge","knowledge_comb","knowledge_comb2","dyad_ID","g_edge_weights_pre","HKLK_no_dual_events_mean","edge_diff_abs","knowledge_comb3","knowledge_comb4","edge_diff_resid","ind1_visit_no_pre","ind2_visit_no_pre","ind1_visit_no_post","ind2_visit_no_post","new_edge","HKLK_no_dual_events_binary","knowledge_comb2_HKLK_dual_events_binary","HKLK_no_dual_events_binary_c","HKLK_no_dual_events_mean_gc","HKLK_no_dual_events_mean_gc_z","HKLK_no_dual_events_mean_z","edge_diff_resid_10","g_edge_weights_pre_z"
"J1001 J1096",0.1,"J1001","J1096","naive","naive","naive naive","naive naive","J1001 J1096",0.0158730158730159,5,0.0841269841269841,"same","naive",0.0773073887426829,70,113,54,22,"old",1,"naive naive_1",0.5,4.63368983957219,3.13799212772882,0.640495744224907,0.773073887426829,-0.471418609309992
"J1001 J1631",0.0540540540540541,"J1001","J1631","naive","knowledge","naive knowledge","knowledge naive","J1001 J1631",0.021978021978022,27,0.0320760320760321,"different","knowledge",0.0291181278279894,70,160,54,30,"old",1,"knowledge naive_1",0.5,24.0810810810811,2.67190648912169,4.46654594845132,0.291181278279894,-0.324289078528118
"J1001 J3714",0.024390243902439,"J1001","J3714","naive","naive","naive naive","naive naive","J1001 J3714",0.010752688172043,0,0.013637555730396,"same","naive",0.00357912261891035,70,233,54,121,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0357912261891035,-0.594817570610919
"J1001 J4112",0.0344827586206897,"J1001","J4112","naive","naive","naive naive","naive naive","J1001 J4112",0.0344827586206897,0,0,"same","naive",0.00495190449312137,70,47,54,28,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0495190449312137,-0.0229272120300715
"J1001 J4189",0.0740740740740741,"J1001","J4189","naive","naive","naive naive","naive naive","J1001 J4189",0.0112359550561798,0,0.0628381190178943,"same","naive",0.0530853739615587,70,200,54,32,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.530853739615587,-0.583170927072404
"J1001 J4731",0.025,"J1001","J4731","naive","naive","naive naive","naive naive","J1001 J4731",0.0151515151515152,0,0.0098484848484848,"same","naive",0.00257250778444409,70,182,54,103,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0257250778444409,-0.488806644766031
"J1001 J4747",0.04,"J1001","J4747","naive","naive","naive naive","naive naive","J1001 J4747",0.0144927536231884,5,0.0255072463768116,"same","naive",0.0178145729964868,70,247,54,345,"old",1,"naive naive_1",0.5,4.63368983957219,3.13799212772882,0.640495744224907,0.178145729964868,-0.504682677138938
"J1001 J5519",0.0169491525423729,"J1001","J5519","naive","naive","naive naive","naive naive","J1001 J5519",0.0181818181818182,0,-0.0012326656394453,"same","naive",-0.00659183964857954,70,103,54,154,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0659183964857954,-0.415776895850665
"J1001 J664",0.0186335403726708,"J1001","J664","naive","knowledge","naive knowledge","knowledge naive","J1001 J664",0.00746268656716418,0,0.0111708538055066,"different","knowledge",-0.000968653397849087,70,512,54,366,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.00968653397849087,-0.674106007685619
"J1001 J990",0.0689655172413793,"J1001","J990","naive","naive","naive naive","naive naive","J1001 J990",0.0357142857142857,0,0.0332512315270936,"same","naive",0.0389821323356326,70,19,54,31,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.389821323356326,0.00675236573109809
"J1046 J1317",0.0571428571428571,"J1046","J1317","knowledge","naive","knowledge naive","knowledge naive","J1046 J1317",0.0134228187919463,8,0.0437200383509108,"different","knowledge",0.0353505830340711,216,43,94,50,"old",1,"knowledge naive_1",0.5,5.08108108108108,0.563769270431961,1.16222986298305,0.353505830340711,-0.530467910925805
"J1046 J1529",0.195402298850575,"J1046","J1529","knowledge","knowledge","knowledge knowledge","knowledge knowledge","J1046 J1529",0.107033639143731,61,0.088368659706844,"same","knowledge",0.139212261509463,216,320,94,211,"old",1,"knowledge knowledge_1",0.5,58.0810810810811,6.44436256467173,10.3795326277103,1.39212261509463,1.72553574207146
"J1046 J1618",0.0194174757281553,"J1046","J1618","knowledge","naive","knowledge naive","knowledge naive","J1046 J1618",0.0463917525773196,0,-0.0269742768491643,"different","knowledge",-0.0144893976770557,216,67,94,59,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.144893976770557,0.264077364670737
"J1046 J1735",0.010989010989011,"J1046","J1735","knowledge","naive","knowledge naive","knowledge naive","J1046 J1735",0.0170940170940171,0,-0.0061050061050061,"different","knowledge",-0.0121522632620555,216,191,94,52,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.121522632620555,-0.441992703153617
"J1046 J1902",0.064,"J1046","J1902","knowledge","naive","knowledge naive","knowledge naive","J1046 J1902",0.0717703349282297,1,-0.00777033492822971,"different","knowledge",0.0207676398230876,216,108,94,86,"old",1,"knowledge naive_1",0.5,-1.91891891891892,-0.212912862769517,-0.0551497474526229,0.207676398230876,0.87569655865266
"J1046 J2124",0.015748031496063,"J1046","J2124","knowledge","naive","knowledge naive","knowledge naive","J1046 J2124",0.0463917525773196,2,-0.0306437210812566,"different","knowledge",-0.018158841909148,216,100,94,100,"old",1,"knowledge naive_1",0.5,-0.918918918918919,-0.101958272312163,0.118761625466759,-0.18158841909148,0.264077364670737
"J1046 J2196",0.0217391304347826,"J1046","J2196","knowledge","naive","knowledge naive","knowledge naive","J1046 J2196",0.0319148936170213,10,-0.0101757631822387,"different","knowledge",-0.00684814887871162,216,91,94,105,"old",1,"knowledge naive_1",0.5,7.08108108108108,0.785678451346669,1.51005260882182,-0.0684814887871162,-0.0848122890640034
"J1046 J2392",0.0297619047619048,"J1046","J2392","knowledge","naive","knowledge naive","knowledge naive","J1046 J2392",0.062015503875969,14,-0.0322535991140642,"different","knowledge",-0.00988599404989994,216,199,94,236,"old",1,"knowledge naive_1",0.5,11.0810810810811,1.22949681317609,2.20569810049935,-0.0988599404989994,0.640606914041382
"J1046 J2801",0.0598802395209581,"J1046","J2801","knowledge","naive","knowledge naive","knowledge naive","J1046 J2801",0.0873239436619718,0,-0.0274437041410137,"different","knowledge",0.0109326281730705,216,382,94,147,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.109326281730705,1.25053568503516
"J1046 J3096",0.036144578313253,"J1046","J3096","knowledge","naive","knowledge naive","knowledge naive","J1046 J3096",0.063013698630137,0,-0.026869120316884,"different","knowledge",-0.00387011214384007,216,360,94,194,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.0387011214384007,0.664663225089005
"J1046 J3369",0.020979020979021,"J1046","J3369","knowledge","naive","knowledge naive","knowledge naive","J1046 J3369",0.0190839694656489,0,0.0018950515133721,"different","knowledge",-0.00289347120460676,216,363,94,242,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.0289347120460676,-0.39403521487586
"J1046 J3610",0.048951048951049,"J1046","J3610","knowledge","naive","knowledge naive","knowledge naive","J1046 J3610",0.0580912863070539,0,-0.0091402373560049,"different","knowledge",0.0107451234741687,216,169,94,111,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.107451234741687,0.546033988204826
"J1046 J3759",0.00900900900900901,"J1046","J3759","knowledge","knowledge","knowledge knowledge","knowledge knowledge","J1046 J3759",0.00602409638554217,3,0.00298491262346684,"same","knowledge",-0.0100645676180031,216,55,94,132,"old",1,"knowledge knowledge_1",0.5,0.0810810810810811,0.00899631814519087,0.292672998386142,-0.100645676180031,-0.708775768005088
"J1046 J4046",0.01,"J1046","J4046","knowledge","naive","knowledge naive","knowledge naive","J1046 J4046",0.036144578313253,1,-0.026144578313253,"different","knowledge",-0.0201414980692066,216,66,94,80,"old",1,"knowledge naive_1",0.5,-1.91891891891892,-0.212912862769517,-0.0551497474526229,-0.201414980692066,0.0171223386837965
"J1046 J4151",0.0660377358490566,"J1046","J4151","knowledge","naive","knowledge naive","knowledge naive","J1046 J4151",0.0649350649350649,2,0.0011026709139917,"different","knowledge",0.0253170297519861,216,210,94,56,"old",1,"knowledge naive_1",0.5,-0.918918918918919,-0.101958272312163,0.118761625466759,0.253170297519861,0.710967801700704
"J1046 J4304",0.0384615384615385,"J1046","J4304","knowledge","knowledge","knowledge knowledge","knowledge knowledge","J1046 J4304",0.00694444444444444,12,0.0315170940170941,"same","knowledge",0.0190497753460149,216,160,94,65,"old",1,"knowledge knowledge_1",0.5,9.08108108108108,1.00758763226138,1.85787535466058,0.190497753460149,-0.686595548078483
"J1046 J4521",0.0633802816901408,"J1046","J4521","knowledge","knowledge","knowledge knowledge","knowledge knowledge","J1046 J4521",0.0680473372781065,4,-0.00466705558796569,"same","knowledge",0.0215159555845269,216,353,94,172,"old",1,"knowledge knowledge_1",0.5,1.08108108108108,0.119950908602545,0.466584371305524,0.215159555845269,0.785972996064331
"J1046 J4601",0.029940119760479,"J1046","J4601","knowledge","knowledge","knowledge knowledge","knowledge knowledge","J1046 J4601",0.0835734870317003,3,-0.0536333672712213,"same","knowledge",-0.0176293675767827,216,302,94,239,"old",1,"knowledge knowledge_1",0.5,0.0810810810810811,0.00899631814519087,0.292672998386142,-0.176293675767827,1.16015036604635
"J1046 J4699",0.0373134328358209,"J1046","J4699","knowledge","naive","knowledge naive","knowledge naive","J1046 J4699",0.0232558139534884,0,0.0140576188823325,"different","knowledge",0.0119079755697859,216,175,94,352,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.119079755697859,-0.293494525573772
"J1046 J5021",0.0540540540540541,"J1046","J5021","knowledge","naive","knowledge naive","knowledge naive","J1046 J5021",0.072,0,-0.0179459459459459,"different","knowledge",0.0107373023000591,216,152,94,127,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.107373023000591,0.881231444886245
"J1046 J5304",0.0319148936170213,"J1046","J5304","knowledge","naive","knowledge naive","knowledge naive","J1046 J5304",0.0193548387096774,0,0.0125600549073439,"different","knowledge",0.00794286917752828,216,29,94,42,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.0794286917752828,-0.387507315625363
"J1046 J5476",0.0350877192982456,"J1046","J5476","knowledge","naive","knowledge naive","knowledge naive","J1046 J5476",0.00546448087431694,0,0.0296232384239287,"different","knowledge",0.0162197761843672,216,48,94,66,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.162197761843672,-0.722262399495482
"J1046 J5645",0.0632911392405063,"J1046","J5645","knowledge","naive","knowledge naive","knowledge naive","J1046 J5645",0.0357142857142857,1,0.0275768535262206,"different","knowledge",0.0333077543347596,216,144,94,161,"old",1,"knowledge naive_1",0.5,-1.91891891891892,-0.212912862769517,-0.0551497474526229,0.333077543347596,0.00675236573109809
"J1057 J3718",0.0263157894736842,"J1057","J3718","naive","naive","naive naive","naive naive","J1057 J3718",0.333333333333333,0,-0.307017543859649,"same","naive",-0.113029200158508,2,10,194,90,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-1.13029200158509,7.17931699134745
"J1057 J3759",0.00709219858156028,"J1057","J3759","naive","knowledge","naive knowledge","knowledge naive","J1057 J3759",0.0384615384615385,2,-0.0313693398799782,"different","knowledge",-0.0239006780601229,2,55,194,132,"old",1,"knowledge naive_1",0.5,-0.918918918918919,-0.101958272312163,0.118761625466759,-0.239006780601229,0.0729606545829427
"J1057 J4998",0.0191082802547771,"J1057","J4998","naive","naive","naive naive","naive naive","J1057 J4998",0.0666666666666667,0,-0.0475583864118896,"same","naive",-0.02224871154252,2,43,194,164,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.2224871154252,0.7526990867952
"J1057 J6000",0.00806451612903226,"J1057","J6000","naive","naive","naive naive","naive naive","J1057 J6000",0.0555555555555556,0,-0.0474910394265233,"same","naive",-0.0292096424251442,2,72,194,67,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.292096424251442,0.48492334077219
"J1096 J1351",0.0606060606060606,"J1096","J1351","naive","naive","naive naive","naive naive","J1096 J1351",0.043956043956044,0,0.0166500166500166,"same","naive",0.0275942004925046,113,160,22,54,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.275942004925046,0.20537723228663
"J1096 J1529",0.00675675675675676,"J1096","J1529","naive","knowledge","naive knowledge","knowledge naive","J1096 J1529",0.00769230769230769,0,-0.00093555093555093,"different","knowledge",-0.0129298124424384,113,320,22,211,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.129298124424384,-0.668572180557704
"J1096 J1735",0.03125,"J1096","J1735","naive","naive","naive naive","naive naive","J1096 J1735",0.0147058823529412,0,0.0165441176470588,"same","naive",0.00898625778082594,113,191,22,52,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0898625778082594,-0.499546313724173
"J1096 J3369",0.0235294117647059,"J1096","J3369","naive","naive","naive naive","naive naive","J1096 J3369",0.0569620253164557,0,-0.0334326135517498,"same","naive",-0.0142615611240428,113,363,22,242,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.142615611240428,0.518819004825735
"J1096 J3715",0.0363636363636364,"J1096","J3715","naive","naive","naive naive","naive naive","J1096 J3715",0.0625,3,-0.0261363636363636,"same","naive",-0.00346229296749047,113,54,22,86,"old",1,"naive naive_1",0.5,2.63368983957219,1.78356736630865,0.292672998386142,-0.0346229296749047,0.652283182036571
"J1096 J4044",0.00740740740740741,"J1096","J4044","naive","naive","naive naive","naive naive","J1096 J4044",0.0285714285714286,0,-0.0211640211640212,"same","naive",-0.0199512989849046,113,56,22,246,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.199512989849046,-0.165389185283694
"J1096 J4998",0.0289855072463768,"J1096","J4998","naive","naive","naive naive","naive naive","J1096 J4998",0.0181818181818182,0,0.0108036890645586,"same","naive",0.00544451505542436,113,43,22,164,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0544451505542436,-0.415776895850665
"J1096 J505",0.0344827586206897,"J1096","J505","naive","naive","naive naive","naive naive","J1096 J505",0.0181818181818182,0,0.0163009404388715,"same","naive",0.0109417664297373,113,30,22,39,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.109417664297373,-0.415776895850665
"J1096 J5645",0.00925925925925926,"J1096","J5645","naive","naive","naive naive","naive naive","J1096 J5645",0.0232558139534884,0,-0.0139965546942291,"same","naive",-0.0161461980067758,113,144,22,161,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.161461980067758,-0.293494525573772
"J1096 J664",0.00641025641025641,"J1096","J664","naive","knowledge","naive knowledge","knowledge naive","J1096 J664",0.02,8,-0.0135897435897436,"different","knowledge",-0.017798835765934,113,512,22,366,"old",1,"knowledge naive_1",0.5,5.08108108108108,0.563769270431961,1.16222986298305,-0.17798835765934,-0.371959046501445
"J1154 J4967",0.166666666666667,"J1154","J4967","naive","knowledge","naive knowledge","knowledge naive","J1154 J4967",0.0303030303030303,1,0.136363636363637,"different","knowledge",0.138671674574128,81,85,4,4,"old",1,"knowledge naive_1",0.5,-1.91891891891892,-0.212912862769517,-0.0551497474526229,1.38671674574128,-0.123657900189199
"J1182 J1359",0.0165289256198347,"J1182","J1359","naive","naive","naive naive","naive naive","J1182 J1359",0.00568181818181818,0,0.0108471074380165,"same","naive",-0.00241887917260699,395,6,169,22,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0241887917260699,-0.717024610126552
"J1182 J1914",0.00925925925925926,"J1182","J1914","naive","naive","naive naive","naive naive","J1182 J1914",0.00574712643678161,0,0.00351213282247765,"same","naive",-0.00971254337747978,395,2,169,2,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0971254337747978,-0.715450693124066
"J1182 J2375",0.0214285714285714,"J1182","J2375","naive","naive","naive naive","naive naive","J1182 J2375",0.103571428571429,0,-0.0821428571428576,"same","naive",-0.0334892593548052,395,368,169,95,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.334892593548052,1.64209710037164
"J1182 J2403",0.020979020979021,"J1182","J2403","naive","naive","naive naive","naive naive","J1182 J2403",0.0301507537688442,0,-0.0091717327898232,"same","naive",-0.0069600163408846,395,36,169,61,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.069600163408846,-0.127327736818112
"J1182 J2728",0.0189873417721519,"J1182","J2728","naive","naive","naive naive","naive naive","J1182 J2728",0.0256410256410256,0,-0.0066536838688737,"same","naive",-0.00729457343516124,395,37,169,90,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0729457343516124,-0.236011360058995
"J1182 J3467",0.0705128205128205,"J1182","J3467","naive","naive","naive naive","naive naive","J1182 J3467",0.0562770562770563,0,0.0142357642357642,"same","naive",0.032973542916883,395,140,169,80,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.32973542916883,0.502311376228229
"J1182 J3492",0.0266666666666667,"J1182","J3492","naive","naive","naive naive","naive naive","J1182 J3492",0.032258064516129,0,-0.0055913978494623,"same","naive",-0.00204671250677288,395,54,169,68,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0204671250677288,-0.0765419331470279
"J1182 J3749",0.0142857142857143,"J1182","J3749","naive","naive","naive naive","naive naive","J1182 J3749",0.00571428571428571,0,0.00857142857142859,"same","naive",-0.00467402086360664,395,4,169,42,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0467402086360664,-0.716242148531031
"J1182 J3958",0.00909090909090909,"J1182","J3958","naive","naive","naive naive","naive naive","J1182 J3958",0.00574712643678161,0,0.00334378265412748,"same","naive",-0.00988089354582995,395,2,169,3,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0988089354582995,-0.715450693124066
"J1182 J4044",0.0131578947368421,"J1182","J4044","naive","naive","naive naive","naive naive","J1182 J4044",0.00492610837438424,0,0.00823178636245786,"same","naive",-0.00551222071444467,395,56,169,246,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0551222071444467,-0.73523707829818
"J1182 J4109",0.0398009950248756,"J1182","J4109","naive","naive","naive naive","naive naive","J1182 J4109",0.0932203389830508,0,-0.0534193439581752,"same","naive",-0.0113132762178454,395,187,169,145,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.113132762178454,1.39263773407053
"J1182 J4111",0.0574162679425837,"J1182","J4111","naive","naive","naive naive","naive naive","J1182 J4111",0.160958904109589,0,-0.103542636167005,"same","naive",-0.0185888771987305,395,394,169,153,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.185888771987305,3.02512476708637
"J1182 J4126",0.033175355450237,"J1182","J4126","naive","naive","naive naive","naive naive","J1182 J4126",0.111111111111111,0,-0.077935755660874,"same","naive",-0.0245129693195427,395,193,169,213,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.245129693195427,1.82380207088724
"J1182 J42",0.0344827586206897,"J1182","J42","naive","naive","naive naive","naive naive","J1182 J42",0.0106951871657754,0,0.0237875714549143,"same","naive",0.0136927663689523,395,77,169,91,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.136927663689523,-0.596203334347453
"J1182 J4214",0.0222222222222222,"J1182","J4214","naive","naive","naive naive","naive naive","J1182 J4214",0.056,0,-0.0337777777777778,"same","naive",-0.0152152496616791,395,167,169,134,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.152152496616791,0.49563437061311
"J1182 J4954",0.0320855614973262,"J1182","J4954","naive","naive","naive naive","naive naive","J1182 J4954",0.041025641025641,0,-0.0089400795283148,"same","naive",0.000150492568769073,395,44,169,113,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.00150492568769073,0.134755057511328
"J1182 J5657A",0.0103626943005181,"J1182","J5657A","naive","naive","naive naive","naive naive","J1182 J5657A",0.00568181818181818,0,0.00468087611869992,"same","naive",-0.00858511049192359,395,8,169,172,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0858511049192359,-0.717024610126552
"J1182 J664",0.00398406374501992,"J1182","J664","naive","knowledge","naive knowledge","knowledge naive","J1182 J664",0.00706713780918728,0,-0.00308307406416736,"different","knowledge",-0.0154727836598491,395,512,169,366,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.154727836598491,-0.683638660423635
"J1266 J4044",0.0078125,"J1266","J4044","naive","naive","naive naive","naive naive","J1266 J4044",0.0487804878048781,0,-0.0409679878048781,"same","naive",-0.026972126088859,21,56,16,246,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.26972126088859,0.32164544685572
"J1266 J5645",0.0099009900990099,"J1266","J5645","naive","naive","naive naive","naive naive","J1266 J5645",0.00980392156862745,0,9.70685303824485e-05,"same","naive",-0.0105615021599639,21,144,16,161,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.105615021599639,-0.617682672263738
"J1317 J1529",0.0542168674698795,"J1317","J1529","naive","knowledge","naive knowledge","knowledge naive","J1317 J1529",0.00434782608695652,7,0.049869041382923,"different","knowledge",0.0357592447318243,43,320,50,211,"old",1,"knowledge naive_1",0.5,4.08108108108108,0.452814679974607,0.988318490063672,0.357592447318243,-0.749173575681687
"J1317 J1902",0.0204081632653061,"J1317","J1902","naive","naive","naive naive","naive naive","J1317 J1902",0.0108695652173913,4,0.0095385980479148,"same","naive",-0.000445905071972066,43,108,50,86,"old",1,"naive naive_1",0.5,3.63368983957219,2.46077974701873,0.466584371305524,-0.00445905071972066,-0.59200085518992
"J1317 J4046",0.0149253731343284,"J1317","J4046","naive","naive","naive naive","naive naive","J1317 J4046",0.025,0,-0.0100746268656716,"same","naive",-0.0111209940012662,43,66,50,80,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.111209940012662,-0.25145996079109
"J1317 J4151",0.038961038961039,"J1317","J4151","naive","naive","naive naive","naive naive","J1317 J4151",0.0087719298245614,10,0.0301891091364776,"same","naive",0.0188777572200022,43,210,50,56,"old",1,"naive naive_1",0.5,9.63368983957219,6.52405403127924,1.51005260882182,0.188777572200022,-0.642553484587856
"J1317 J4521",0.0442477876106195,"J1317","J4521","naive","knowledge","naive knowledge","knowledge naive","J1317 J4521",0.00436681222707424,4,0.0398809753835453,"different","knowledge",0.0257831883206015,43,353,50,172,"old",1,"knowledge naive_1",0.5,1.08108108108108,0.119950908602545,0.466584371305524,0.257831883206015,-0.748716013176616
"J1317 J4601",0.0220588235294118,"J1317","J4601","naive","knowledge","naive knowledge","knowledge naive","J1317 J4601",0.00409836065573771,3,0.0179604628736741,"different","knowledge",0.00369286810935969,43,302,50,239,"old",1,"knowledge naive_1",0.5,0.0810810810810811,0.00899631814519087,0.292672998386142,0.0369286810935969,-0.755185646957328
"J1345 J1962",0.111111111111111,"J1345","J1962","naive","naive","naive naive","naive naive","J1345 J1962",0.130434782608696,0,-0.019323671497585,"same","naive",0.0463222067880778,46,63,23,3,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.463222067880778,2.28949902049249
"J1345 J4161",0.04,"J1345","J4161","naive","naive","naive naive","naive naive","J1345 J4161",0.0303030303030303,0,0.0096969696969697,"same","naive",0.0120050079074614,46,92,23,78,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.120050079074614,-0.123657900189199
"J1345 J4728",0.105263157894737,"J1345","J4728","naive","naive","naive naive","naive naive","J1345 J4728",0.0952380952380952,0,0.0100250626566418,"same","naive",0.0534074520437011,46,114,23,21,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.534074520437011,1.44126529085437
"J1345 J56",0.142857142857143,"J1345","J56","naive","naive","naive naive","naive naive","J1345 J56",0.0909090909090909,2,0.0519480519480521,"same","naive",0.0925921512566735,46,4,23,1,"old",1,"naive naive_1",0.5,1.63368983957219,1.10635498559856,0.118761625466759,0.925921512566735,1.33693707811813
"J1345 J6017",0.0666666666666667,"J1345","J6017","naive","naive","naive naive","naive naive","J1345 J6017",0.0138888888888889,0,0.0527777777777778,"same","naive",0.0447031327741927,46,157,23,24,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.447031327741927,-0.519235706814101
"J1351 J1359",0.0277777777777778,"J1351","J1359","naive","naive","naive naive","naive naive","J1351 J1359",0.0175438596491228,0,0.010233918128655,"same","naive",0.00447120663427727,160,6,54,22,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0447120663427727,-0.431151579832848
"J1351 J1627",0.111111111111111,"J1351","J1627","naive","knowledge","naive knowledge","knowledge naive","J1351 J1627",0.0394736842105263,0,0.0716374269005847,"different","knowledge",0.0797463164614513,160,61,54,19,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.797463164614513,0.0973531820546732
"J1351 J1631",0.025,"J1351","J1631","naive","knowledge","naive knowledge","knowledge naive","J1351 J1631",0.0420168067226891,0,-0.0170168067226891,"different","knowledge",-0.00729927771171852,160,160,54,30,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.0729927771171852,0.158641969567681
"J1351 J1735",0.05,"J1351","J1735","naive","naive","naive naive","naive naive","J1351 J1735",0.0134228187919463,0,0.0365771812080537,"same","naive",0.028207725891214,160,191,54,52,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.28207725891214,-0.530467910925805
"J1351 J1964",0.0344827586206897,"J1351","J1964","naive","naive","naive naive","naive naive","J1351 J1964",0.0150375939849624,0,0.0194451646357273,"same","naive",0.0120971273064645,160,254,54,12,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.120971273064645,-0.491552124048565
"J1351 J3369",0.0434782608695652,"J1351","J3369","naive","naive","naive naive","naive naive","J1351 J3369",0.0526315789473684,0,-0.0091533180778032,"same","naive",0.00727853211620998,160,363,54,242,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0727853211620998,0.414456039187186
