"g_dyad_ID_post","g_edge_weights_post","ind1_ID","ind2_ID","ind1_knowledge","ind2_knowledge","knowledge_comb","knowledge_comb2","dyad_ID","g_edge_weights_pre","HKLK_no_dual_events_mean","edge_diff_abs","knowledge_comb3","knowledge_comb4","edge_diff_resid","ind1_visit_no_pre","ind2_visit_no_pre","ind1_visit_no_post","ind2_visit_no_post","new_edge","HKLK_no_dual_events_binary","knowledge_comb2_HKLK_dual_events_binary","HKLK_no_dual_events_binary_c","HKLK_no_dual_events_mean_gc","HKLK_no_dual_events_mean_gc_z","HKLK_no_dual_events_mean_z","edge_diff_resid_10","g_edge_weights_pre_z"
"J1623 J3369",0.0121951219512195,"J1623","J3369","naive","naive","naive naive","naive naive","J1623 J3369",0.0212765957446809,0,-0.0090814737934614,"same","naive",-0.0124830617039677,48,363,14,242,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.124830617039677,-0.34119332249029
"J1623 J4962",0.0158730158730159,"J1623","J4962","naive","naive","naive naive","naive naive","J1623 J4962",0.025,0,-0.0091269841269841,"same","naive",-0.0101733512625788,48,85,14,124,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.101733512625788,-0.25145996079109
"J1627 J2168",0.0158730158730159,"J1627","J2168","knowledge","naive","knowledge naive","knowledge naive","J1627 J2168",0.0208333333333333,27,-0.0049603174603174,"different","knowledge",-0.0086422887964085,61,88,19,134,"old",1,"knowledge naive_1",0.5,24.0810810810811,2.67190648912169,4.46654594845132,-0.086422887964085,-0.35187586554972
"J1627 J3369",0.0123456790123457,"J1627","J3369","knowledge","naive","knowledge naive","knowledge naive","J1627 J3369",0.0134228187919463,0,-0.0010771397796006,"different","knowledge",-0.00944659509644035,61,363,19,242,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.0944659509644035,-0.530467910925805
"J1627 J3383",0.2,"J1627","J3383","knowledge","naive","knowledge naive","knowledge naive","J1627 J3383",0.025,0,0.175,"different","knowledge",0.173953632864405,61,31,19,7,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,1.73953632864405,-0.25145996079109
"J1627 J4044",0.0155038759689922,"J1627","J4044","knowledge","naive","knowledge naive","knowledge naive","J1627 J4044",0.0181818181818182,0,-0.002677942212826,"different","knowledge",-0.00803711622196024,61,56,19,246,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.0803711622196024,-0.415776895850665
"J1631 J2168",0.0135135135135135,"J1631","J2168","knowledge","naive","knowledge naive","knowledge naive","J1631 J2168",0.010752688172043,2,0.0027608253414705,"different","knowledge",-0.00729760777001515,160,88,30,134,"old",1,"knowledge naive_1",0.5,-0.918918918918919,-0.101958272312163,0.118761625466759,-0.0729760777001515,-0.594817570610919
"J1631 J2728",0.0285714285714286,"J1631","J2728","knowledge","naive","knowledge naive","knowledge naive","J1631 J2728",0.0210526315789474,0,0.0075187969924812,"different","knowledge",0.00397554166694259,160,37,30,90,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.0397554166694259,-0.346590817930844
"J1631 J3369",0.0108695652173913,"J1631","J3369","knowledge","naive","knowledge naive","knowledge naive","J1631 J3369",0.0481283422459893,0,-0.037258777028598,"different","knowledge",-0.0236754267304211,160,363,30,242,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.236754267304211,0.305928858136487
"J1631 J4044",0.0142857142857143,"J1631","J4044","knowledge","naive","knowledge naive","knowledge naive","J1631 J4044",0.01,0,0.0042857142857143,"different","knowledge",-0.00624882797166747,160,56,30,246,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.0624882797166747,-0.612957217922155
"J1631 J6017",0.037037037037037,"J1631","J6017","knowledge","naive","knowledge naive","knowledge naive","J1631 J6017",0.00763358778625954,1,0.0294034492507775,"different","knowledge",0.017372044760442,160,157,30,24,"old",1,"knowledge naive_1",0.5,-1.91891891891892,-0.212912862769517,-0.0551497474526229,0.17372044760442,-0.669987319556063
"J1631 J664",0.00617283950617284,"J1631","J664","knowledge","knowledge","knowledge knowledge","knowledge knowledge","J1631 J664",0.0167597765363128,0,-0.01058693703014,"same","knowledge",-0.0168456163834762,160,512,30,366,"old",0,"knowledge knowledge_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.168456163834762,-0.450047839475755
"J1735 J1902",0.0125,"J1735","J1902","naive","naive","naive naive","naive naive","J1735 J1902",0.0112359550561798,0,0.0012640449438202,"same","naive",-0.00848870011251542,191,108,52,86,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0848870011251542,-0.583170927072404
"J1735 J2124",0.0131578947368421,"J1735","J2124","naive","naive","naive naive","naive naive","J1735 J2124",0.0258064516129032,0,-0.0126485568760611,"same","naive",-0.0131848070696242,191,100,52,100,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.131848070696242,-0.232024624386195
"J1735 J2392",0.00833333333333333,"J1735","J2392","naive","naive","naive naive","naive naive","J1735 J2392",0.0502283105022831,0,-0.0418949771689498,"same","naive",-0.0269833024330455,191,199,52,236,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.269833024330455,0.356537709117321
"J1735 J3610",0.0208333333333333,"J1735","J3610","naive","naive","naive naive","naive naive","J1735 J3610",0.0292682926829268,0,-0.0084349593495935,"same","naive",-0.00678143925541135,191,169,52,111,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0678143925541135,-0.148594887623715
"J1735 J3759",0.0169491525423729,"J1735","J3759","naive","knowledge","naive knowledge","knowledge naive","J1735 J3759",0.0165289256198347,0,0.000420226922538198,"different","knowledge",-0.00598447602563596,191,55,52,132,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.0598447602563596,-0.455611304349956
"J1735 J4521",0.0102040816326531,"J1735","J4521","naive","knowledge","naive knowledge","knowledge naive","J1735 J4521",0.0427631578947368,0,-0.0325590762620837,"different","knowledge",-0.0223694465429305,191,353,52,172,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.223694465429305,0.176628896337801
"J1735 J4699",0.0116279069767442,"J1735","J4699","naive","naive","naive naive","naive naive","J1735 J4699",0.0232558139534884,0,-0.0116279069767442,"same","naive",-0.0137775502892908,191,175,52,352,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.137775502892908,-0.293494525573772
"J1735 J5645",0.0175438596491228,"J1735","J5645","naive","naive","naive naive","naive naive","J1735 J5645",0.010752688172043,0,0.0067911714770798,"same","naive",-0.00326726163440585,191,144,52,161,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0326726163440585,-0.594817570610919
"J1735 J6000",0.0238095238095238,"J1735","J6000","naive","naive","naive naive","naive naive","J1735 J6000",0.0087719298245614,0,0.0150375939849624,"same","naive",0.00372624206848695,191,72,52,67,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0372624206848695,-0.642553484587856
"J1735 J664",0.00613496932515337,"J1735","J664","naive","knowledge","naive knowledge","knowledge naive","J1735 J664",0.0245098039215686,0,-0.0183748345964152,"different","knowledge",-0.0197312728144212,191,512,52,366,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.197312728144212,-0.263273596645048
"J1902 J2124",0.0350877192982456,"J1902","J2124","naive","naive","naive naive","naive naive","J1902 J2124",0.0283687943262411,4,0.0067189249720045,"same","naive",0.00780347187085374,108,100,86,100,"old",1,"naive naive_1",0.5,3.63368983957219,2.46077974701873,0.466584371305524,0.0780347187085374,-0.170272633539434
"J1902 J2196",0.015625,"J1902","J2196","naive","naive","naive naive","naive naive","J1902 J2196",0.0303030303030303,0,-0.0146780303030303,"same","naive",-0.0123699920925386,108,91,86,105,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.123699920925386,-0.123657900189199
"J1902 J2392",0.0588235294117647,"J1902","J2392","naive","naive","naive naive","naive naive","J1902 J2392",0.0485436893203883,4,0.0102798400913764,"same","naive",0.0241259161081013,108,199,86,236,"old",1,"naive naive_1",0.5,3.63368983957219,2.46077974701873,0.466584371305524,0.241259161081013,0.315938646679997
"J1902 J2801",0.0375,"J1902","J2801","naive","naive","naive naive","naive naive","J1902 J2801",0.0347003154574132,1.5,0.0027996845425868,"same","naive",0.00788920352675981,108,382,86,147,"old",1,"naive naive_1",0.5,1.13368983957219,0.767748795243519,0.0318059390070683,0.0788920352675981,-0.0176841320470278
"J1902 J3096",0.0592105263157895,"J1902","J3096","naive","naive","naive naive","naive naive","J1902 J3096",0.0610932475884244,0,-0.0018827212726349,"same","naive",0.0199015151806365,108,360,86,194,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.199015151806365,0.618380706153432
"J1902 J3369",0.00746268656716418,"J1902","J3369","naive","naive","naive naive","naive naive","J1902 J3369",0.0145631067961165,0,-0.00710042022895232,"same","naive",-0.0147485920609361,108,363,86,242,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.147485920609361,-0.502987178536006
"J1902 J3610",0.0692307692307692,"J1902","J3610","naive","naive","naive naive","naive naive","J1902 J3610",0.0368421052631579,0,0.0323886639676113,"same","naive",0.0388329614018486,108,169,86,111,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.388329614018486,0.0339326106281711
"J1902 J4046",0.0227272727272727,"J1902","J4046","naive","naive","naive naive","naive naive","J1902 J4046",0.027027027027027,0,-0.0042997542997543,"same","naive",-0.00406393560808044,108,66,86,80,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0406393560808044,-0.202608980097704
"J1902 J4521",0.0294117647058824,"J1902","J4521","naive","knowledge","naive knowledge","knowledge naive","J1902 J4521",0.0448275862068966,0,-0.0154158215010142,"different","knowledge",-0.00392034795838447,108,353,86,172,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.0392034795838447,0.226381241163766
"J1902 J4601",0.0522875816993464,"J1902","J4601","naive","knowledge","naive knowledge","knowledge naive","J1902 J4601",0.0460526315789474,0,0.006234950120399,"different","knowledge",0.0185053199978389,108,302,86,239,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.185053199978389,0.255904610620931
"J1902 J4699",0.0578512396694215,"J1902","J4699","naive","naive","naive naive","naive naive","J1902 J4699",0.0062111801242236,0,0.0516400595451979,"same","naive",0.0387089181887312,108,175,86,352,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.387089181887312,-0.70426708411261
"J1902 J5021",0.0984848484848485,"J1902","J5021","naive","naive","naive naive","naive naive","J1902 J5021",0.0606060606060606,0,0.0378787878787879,"same","naive",0.0593548566383445,108,152,86,127,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.593548566383445,0.606639588964467
"J1902 J5089",0.0186915887850467,"J1902","J5089","naive","knowledge","naive knowledge","knowledge naive","J1902 J5089",0.0103092783505155,0,0.0083823104345312,"different","knowledge",-0.00195659934611267,108,36,86,95,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.0195659934611267,-0.60550366622873
"J1902 J5304",0.0117647058823529,"J1902","J5304","naive","naive","naive naive","naive naive","J1902 J5304",0.0204081632653061,0,-0.0086434573829532,"same","naive",-0.0125943679231766,108,29,86,42,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.125943679231766,-0.362122386443458
"J1902 J5314",0.025974025974026,"J1902","J5314","naive","naive","naive naive","naive naive","J1902 J5314",0.0108695652173913,0,0.0151044607566347,"same","naive",0.00511995763674783,108,16,86,22,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0511995763674783,-0.59200085518992
"J1902 J5476",0.0288461538461538,"J1902","J5476","naive","naive","naive naive","naive naive","J1902 J5476",0.024390243902439,0,0.0044559099437148,"same","naive",0.00302384463243773,108,48,86,66,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0302384463243773,-0.266154971243573
"J1902 J5645",0.0261437908496732,"J1902","J5645","naive","naive","naive naive","naive naive","J1902 J5645",0.0235294117647059,1,0.0026143790849673,"same","naive",0.000637798702138627,108,144,86,161,"old",1,"naive naive_1",0.5,0.633689839572192,0.429142604888476,-0.0551497474526229,0.00637798702138627,-0.286900868352959
"J1914 J4126",0.00909090909090909,"J1914","J4126","naive","naive","naive naive","naive naive","J1914 J4126",0.0113636363636364,0,-0.00227272727272731,"same","naive",-0.0119447081554011,2,193,2,213,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.119447081554011,-0.580093830910239
"J1914 J4214",0.0131578947368421,"J1914","J4214","naive","naive","naive naive","naive naive","J1914 J4214",0.021978021978022,0,-0.0088201272411799,"same","naive",-0.0117780314892225,2,167,2,134,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.117780314892225,-0.324289078528118
"J1962 J3715",0.0217391304347826,"J1962","J3715","naive","naive","naive naive","naive naive","J1962 J3715",0.0416666666666667,0,-0.0199275362318841,"same","naive",-0.010431486565493,63,54,3,86,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.10431486565493,0.150203658243426
"J1962 J4728",0.0625,"J1962","J4728","naive","naive","naive naive","naive naive","J1962 J4728",0.08,0,-0.0175,"same","naive",0.0162436083109581,63,114,3,21,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.162436083109581,1.07402998202281
"J1964 J2375",0.0238095238095238,"J1964","J2375","naive","naive","naive naive","naive naive","J1964 J2375",0.0796019900497512,0,-0.0557924662402274,"same","naive",-0.0223006171364809,254,368,12,95,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.223006171364809,1.06443801500109
"J1964 J6000",0.0333333333333333,"J1964","J6000","naive","naive","naive naive","naive naive","J1964 J6000",0.03125,0,0.0020833333333333,"same","naive",0.00499037249848328,254,72,12,67,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0499037249848328,-0.100836103653147
"J1973 J3716",0.142857142857143,"J1973","J3716","naive","naive","naive naive","naive naive","J1973 J3716",0.0625,2,0.080357142857143,"same","naive",0.103031213526016,28,49,1,10,"old",1,"naive naive_1",0.5,1.63368983957219,1.10635498559856,0.118761625466759,1.03031213526016,0.652283182036571
"J2039 J6017",0.0769230769230769,"J2039","J6017","naive","naive","naive naive","naive naive","J2039 J6017",0.0142857142857143,1,0.0626373626373626,"same","naive",0.0548137275576343,21,157,10,24,"old",1,"naive naive_1",0.5,0.633689839572192,0.429142604888476,-0.0551497474526229,0.548137275576343,-0.509672287313279
"J2039 J664",0.0136054421768707,"J2039","J664","naive","knowledge","naive knowledge","knowledge naive","J2039 J664",0.00833333333333333,10,0.00527210884353737,"different","knowledge",-0.00631667509404297,21,512,10,366,"old",1,"knowledge naive_1",0.5,7.08108108108108,0.785678451346669,1.51005260882182,-0.0631667509404297,-0.653123579825607
"J2124 J2196",0.0327868852459016,"J2124","J2196","naive","naive","naive naive","naive naive","J2124 J2196",0.0176991150442478,0,0.0150877702016538,"same","naive",0.00942326473244596,100,91,100,105,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0942326473244595,-0.427409953200015
"J2124 J2392",0.025974025974026,"J2124","J2392","naive","naive","naive naive","naive naive","J2124 J2392",0.0263157894736842,1.5,-0.000341763499658199,"same","naive",-0.0005558345719382,100,199,100,236,"old",1,"naive naive_1",0.5,1.13368983957219,0.767748795243519,0.0318059390070683,-0.005558345719382,-0.219749675077839
"J2124 J2540",0.0266666666666667,"J2124","J2540","naive","knowledge","naive knowledge","knowledge naive","J2124 J2540",0.00769230769230769,0,0.018974358974359,"different","knowledge",0.00698009746747153,100,112,100,26,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.0698009746747153,-0.668572180557704
"J2124 J2801",0.0384615384615385,"J2124","J2801","naive","naive","naive naive","naive naive","J2124 J2801",0.0442176870748299,0,-0.0057561486132914,"same","naive",0.00535353627789334,100,382,100,147,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0535353627789334,0.211682783605851
"J2124 J3096",0.0194805194805195,"J2124","J3096","naive","naive","naive naive","naive naive","J2124 J3096",0.03,0,-0.0105194805194805,"same","naive",-0.00840312261447945,100,360,100,194,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0840312261447945,-0.130960875080736
"J2124 J3369",0.00769230769230769,"J2124","J3369","naive","naive","naive naive","naive naive","J2124 J3369",0.0162162162162162,0,-0.00852390852390851,"same","naive",-0.0151264142443335,100,363,100,242,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.151264142443335,-0.463147543795768
"J2124 J3610",0.0546875,"J2124","J3610","naive","naive","naive naive","naive naive","J2124 J3610",0.0352941176470588,0,0.0193933823529412,"same","naive",0.0248585079479847,100,169,100,111,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.248585079479847,-0.00337360785800749
"J2124 J3759",0.0104166666666667,"J2124","J3759","naive","knowledge","naive knowledge","knowledge naive","J2124 J3759",0.0114942528735632,0,-0.0010775862068965,"different","knowledge",-0.0106669462682382,100,55,100,132,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.106669462682382,-0.576945996905268
"J2124 J4046",0.0117647058823529,"J2124","J4046","naive","naive","naive naive","naive naive","J2124 J4046",0.0108695652173913,0,0.000895140664961599,"same","naive",-0.00908936245492527,100,66,100,80,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0908936245492527,-0.59200085518992
"J2124 J4151",0.0103092783505155,"J2124","J4151","naive","naive","naive naive","naive naive","J2124 J4151",0.0308641975308642,4,-0.0205549191803487,"same","naive",-0.0178919174411706,100,210,100,56,"old",1,"naive naive_1",0.5,3.63368983957219,2.46077974701873,0.466584371305524,-0.178919174411706,-0.110133872612279
"J2124 J4521",0.00740740740740741,"J2124","J4521","naive","knowledge","naive knowledge","knowledge naive","J2124 J4521",0.032967032967033,0,-0.0255596255596256,"different","knowledge",-0.0215664857624029,100,353,100,172,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.215664857624029,-0.059455923120744
"J2124 J4601",0.0397350993377483,"J2124","J4601","naive","knowledge","naive knowledge","knowledge naive","J2124 J4601",0.0384615384615385,0,0.0012735608762098,"different","knowledge",0.00874222269606515,100,302,100,239,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.0874222269606515,0.0729606545829427
"J2124 J4699",0.0247933884297521,"J2124","J4699","naive","naive","naive naive","naive naive","J2124 J4699",0.0291970802919708,0,-0.0044036918622187,"same","naive",-0.00279521681045199,100,175,100,352,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0279521681045199,-0.150311093224004
"J2124 J5021",0.0367647058823529,"J2124","J5021","naive","naive","naive naive","naive naive","J2124 J5021",0.0327868852459016,0,0.0039778206364513,"same","naive",0.0078570088919483,100,152,100,127,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.0785700889194829,-0.0637974502585716
"J2124 J5476",0.0510204081632653,"J2124","J5476","naive","naive","naive naive","naive naive","J2124 J5476",0.0606060606060606,2,-0.0095856524427953,"same","naive",0.0118904163167613,100,48,100,66,"old",1,"naive naive_1",0.5,1.63368983957219,1.10635498559856,0.118761625466759,0.118904163167613,0.606639588964467
"J2124 J5645",0.02,"J2124","J5645","naive","naive","naive naive","naive naive","J2124 J5645",0.0337837837837838,0,-0.0137837837837838,"same","naive",-0.00927401233454815,100,144,100,161,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0927401233454815,-0.0397723777864127
"J2128 J3369",0.0106382978723404,"J2128","J3369","knowledge","naive","knowledge naive","knowledge naive","J2128 J3369",0.0229007633587786,0,-0.0122624654864382,"different","knowledge",-0.0146366942802982,70,363,36,242,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.146366942802982,-0.302051179982461
"J2128 J3753",0.0256410256410256,"J2128","J3753","knowledge","naive","knowledge naive","knowledge naive","J2128 J3753",0.0714285714285714,15,-0.0457875457875458,"different","knowledge",-0.0174657518318946,70,25,36,31,"old",1,"knowledge naive_1",0.5,12.0810810810811,1.34045140363344,2.37960947341873,-0.174657518318946,0.867460120805061
"J2128 J4044",0.0212765957446809,"J2128","J4044","knowledge","naive","knowledge naive","knowledge naive","J2128 J4044",0.0540540540540541,10,-0.0327774583093732,"different","knowledge",-0.0154458285874522,70,56,36,246,"old",1,"knowledge naive_1",0.5,7.08108108108108,0.785678451346669,1.51005260882182,-0.154458285874522,0.448737429147459
"J2128 J4552",0.021978021978022,"J2128","J4552","knowledge","naive","knowledge naive","knowledge naive","J2128 J4552",0.0588235294117647,0,-0.0368455074337427,"different","knowledge",-0.0164969698829546,70,23,36,182,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.164969698829546,0.563680913131898
"J2128 J4699",0.0114942528735632,"J2128","J4699","knowledge","naive","knowledge naive","knowledge naive","J2128 J4699",0.0116279069767442,0,-0.000133654103181001,"different","knowledge",-0.0096384719287409,70,175,36,352,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.096384719287409,-0.573724957458318
"J2168 J2969",0.0158730158730159,"J2168","J2969","naive","naive","naive naive","naive naive","J2168 J2969",0.0204081632653061,0,-0.0045351473922902,"same","naive",-0.00848605793251358,88,101,134,19,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0848605793251357,-0.362122386443458
"J2168 J3715",0.0416666666666667,"J2168","J3715","naive","naive","naive naive","naive naive","J2168 J3715",0.0967741935483871,0,-0.0551075268817204,"same","naive",-0.0107534861765057,88,54,134,86,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.107534861765057,1.47828497924465
"J2168 J3759",0.0105263157894737,"J2168","J3759","naive","knowledge","naive knowledge","knowledge naive","J2168 J3759",0.0416666666666667,0,-0.031140350877193,"different","knowledge",-0.0216443012108019,88,55,134,132,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.216443012108019,0.150203658243426
"J2168 J4112",0.0153846153846154,"J2168","J4112","naive","naive","naive naive","naive naive","J2168 J4112",0.0333333333333333,0,-0.0179487179487179,"same","naive",-0.0137238766833197,88,47,134,28,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.137238766833197,-0.0506281512738333
"J2168 J4728",0.0144927536231884,"J2168","J4728","naive","naive","naive naive","naive naive","J2168 J4728",0.0909090909090909,0,-0.0764163372859025,"same","naive",-0.035772237977281,88,114,134,21,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.35772237977281,1.33693707811813
"J2168 J5309",0.0128205128205128,"J2168","J5309","naive","naive","naive naive","naive naive","J2168 J5309",0.0232558139534884,0,-0.0104353011329756,"same","naive",-0.0125849444455222,88,65,134,36,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.125849444455222,-0.293494525573772
"J2168 J5519",0.0105263157894737,"J2168","J5519","naive","naive","naive naive","naive naive","J2168 J5519",0.0178571428571429,0,-0.0073308270676692,"same","naive",-0.0128953728326863,88,103,134,154,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.128953728326863,-0.423601511805882
"J2168 J5568",0.012987012987013,"J2168","J5568","naive","knowledge","naive knowledge","knowledge naive","J2168 J5568",0.037037037037037,0,-0.024050024050024,"different","knowledge",-0.0174824234952957,88,20,134,59,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,-0.174824234952957,0.038630430733837
"J2168 J664",0.0204081632653061,"J2168","J664","naive","knowledge","naive knowledge","knowledge naive","J2168 J664",0.00740740740740741,39,0.0130007558578987,"different","knowledge",0.000826282097985816,88,512,134,366,"old",1,"knowledge naive_1",0.5,36.0810810810811,4.00336157460994,6.55348242348391,0.00826282097985816,-0.675438225327524
"J2196 J2392",0.0240963855421687,"J2196","J2392","naive","naive","naive naive","naive naive","J2196 J2392",0.021978021978022,1,0.0021183635641467,"same","naive",-0.000839540683895892,91,199,105,236,"old",1,"naive naive_1",0.5,0.633689839572192,0.429142604888476,-0.0551497474526229,-0.00839540683895892,-0.324289078528118
"J2196 J2540",0.0348837209302326,"J2196","J2540","naive","knowledge","naive knowledge","knowledge naive","J2196 J2540",0.00826446280991736,0,0.0266192581203152,"different","knowledge",0.0149869104769416,91,112,105,26,"old",0,"knowledge naive_0",-0.5,-2.91891891891892,-0.323867453226871,-0.229061120372005,0.149869104769416,-0.65478334684641
"J2196 J2801",0.0116279069767442,"J2196","J2801","naive","naive","naive naive","naive naive","J2196 J2801",0.0311418685121107,3,-0.0195139615353665,"same","naive",-0.0166753204031014,91,382,105,147,"old",1,"naive naive_1",0.5,2.63368983957219,1.78356736630865,0.292672998386142,-0.166753204031014,-0.103442052738579
"J2196 J3096",0.0180722891566265,"J2196","J3096","naive","naive","naive naive","naive naive","J2196 J3096",0.0135135135135135,0,0.004558775643113,"same","naive",-0.00375331118033666,91,360,105,194,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.0375331118033666,-0.528282184720284
"J2196 J3369",0.036231884057971,"J2196","J3369","naive","naive","naive naive","naive naive","J2196 J3369",0.0228571428571429,0,0.0133747412008281,"same","naive",0.0109729204764067,91,363,105,242,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,0.109729204764067,-0.303102426095527
"J2196 J3610",0.0137931034482759,"J2196","J3610","naive","naive","naive naive","naive naive","J2196 J3610",0.0245398773006135,0,-0.0107467738523376,"same","naive",-0.0120841893045515,91,169,105,111,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.120841893045515,-0.262548833709221
"J2196 J4046",0.0103092783505155,"J2196","J4046","naive","naive","naive naive","naive naive","J2196 J4046",0.0632911392405063,0,-0.0529818608899908,"same","naive",-0.0298073590438082,91,66,105,80,"old",0,"naive naive_0",-0.5,-0.366310160427808,-0.248069775821609,-0.229061120372005,-0.298073590438082,0.67134949306669
