"JID","knowledge","phase","JID_phase","visit_number_passive","visit_number_HK","visit_number_LK","degree","strength","mean_strength","knowledge_phase","obs","visit_number_passive_z","visit_number_HK_z"
"J3884","naive","post_knowledge","J3884 post_knowledge",6,49,177,0,0,NA,"naive_post_knowledge","218",-0.789313956332364,-0.0522482980809512
"J3899","naive","post_knowledge","J3899 post_knowledge",26,14,29,15,0.476550766315562,0.0317700510877041,"naive_post_knowledge","219",-0.547330480942559,-0.218640219295915
"J3987","knowledgeable","post_knowledge","J3987 post_knowledge",29,225,154,16,0.275968681902448,0.017248042618903,"knowledgeable_post_knowledge","220",-0.511032959634088,0.784465362885726
"J4001","naive","post_knowledge","J4001 post_knowledge",3,1,5,6,0.403355883247188,0.0672259805411979,"naive_post_knowledge","221",-0.825611477640835,-0.280442932890045
"J4044","naive","post_knowledge","J4044 post_knowledge",246,199,393,97,1.30687888292052,0.0134729781744384,"naive_post_knowledge","222",2.1144877483453,0.660859935697467
"J4046","naive","post_knowledge","J4046 post_knowledge",80,6,17,35,0.606263282336465,0.0173218080667561,"naive_post_knowledge","223",0.106024902609916,-0.256672658430764
"J4109","naive","post_knowledge","J4109 post_knowledge",145,0,NA,48,1.40082821595519,0.0291839211657332,"naive_post_knowledge","224",0.892471197626784,-0.285196987781901
"J4112","naive","post_knowledge","J4112 post_knowledge",28,21,97,15,0.67279648493175,0.04485309899545,"naive_post_knowledge","225",-0.523132133403578,-0.185361835052923
"J4126","naive","post_knowledge","J4126 post_knowledge",213,0,1,42,1.22395194275508,0.0291417129227399,"naive_post_knowledge","226",1.71521501395212,-0.285196987781901
"J4151","naive","post_knowledge","J4151 post_knowledge",56,192,474,36,1.0077651481326,0.0279934763370167,"naive_post_knowledge","227",-0.18435526785785,0.627581551454474
"J4161","naive","post_knowledge","J4161 post_knowledge",78,20,43,17,0.473302163762666,0.027841303750745,"naive_post_knowledge","228",0.0818265550709358,-0.190115889944779
"J4162","knowledgeable","post_knowledge","J4162 post_knowledge",4,162,12,3,0.299242424242425,0.0997474747474749,"knowledgeable_post_knowledge","229",-0.813512303871345,0.484959904698791
"J4189","naive","post_knowledge","J4189 post_knowledge",32,3,2,10,0.409612205234837,0.0409612205234837,"naive_post_knowledge","230",-0.474735438325617,-0.270934823106333
"J42","naive","post_knowledge","J42 post_knowledge",91,190,71,24,0.500717602743163,0.0208632334476318,"naive_post_knowledge","231",0.239115814074309,0.618073441670762
"J4214","naive","post_knowledge","J4214 post_knowledge",134,11,15,34,1.03052979568813,0.0303096998731802,"naive_post_knowledge","232",0.759380286162391,-0.232902383971484
"J4304","knowledgeable","post_knowledge","J4304 post_knowledge",65,1195,276,36,0.961508580825689,0.0267085716896025,"knowledgeable_post_knowledge","233",-0.0754627039324377,5.39589860798616
"J4315","knowledgeable","post_knowledge","J4315 post_knowledge",18,1198,205,3,0.0750454788657036,0.0250151596219012,"knowledgeable_post_knowledge","234",-0.644123871098481,5.41016077266173
"J4345","naive","post_knowledge","J4345 post_knowledge",22,15,5,15,0.307738715747257,0.0205159143831505,"naive_post_knowledge","235",-0.59572717602052,-0.213886164404059
"J4514","knowledgeable","post_knowledge","J4514 post_knowledge",69,454,197,25,0.816377576718466,0.0326551030687386,"knowledgeable_post_knowledge","236",-0.0270660088544766,1.87314393312078
"J4521","knowledgeable","post_knowledge","J4521 post_knowledge",172,47,75,43,0.903513160900465,0.0210119339744294,"knowledgeable_post_knowledge","237",1.21914888940302,-0.0617564078646634
"J4552","naive","post_knowledge","J4552 post_knowledge",182,15,8,81,1.44244295044613,0.0178079376598287,"naive_post_knowledge","238",1.34014062709792,-0.213886164404059
"J4569","naive","post_knowledge","J4569 post_knowledge",98,7,20,60,0.984939380043428,0.0164156563340571,"naive_post_knowledge","239",0.323810030460741,-0.251918603538908
"J4601","knowledgeable","post_knowledge","J4601 post_knowledge",239,168,51,68,1.31441049369272,0.0193295660837164,"knowledgeable_post_knowledge","240",2.02979353195887,0.513484234049927
"J4651","naive","post_knowledge","J4651 post_knowledge",90,23,43,15,0.347968287381353,0.0231978858254235,"naive_post_knowledge","241",0.227016640304819,-0.17585372526921
"J4654","naive","post_knowledge","J4654 post_knowledge",6,46,233,4,0.128806446197751,0.0322016115494376,"naive_post_knowledge","242",-0.789313956332364,-0.0665104627565196
"J4715","naive","post_knowledge","J4715 post_knowledge",6,11,12,11,0.340131416853167,0.0309210378957425,"naive_post_knowledge","243",-0.789313956332364,-0.232902383971484
"J4728","naive","post_knowledge","J4728 post_knowledge",21,0,1,10,0.494143737968109,0.0494143737968109,"naive_post_knowledge","244",-0.60782634979001,-0.285196987781901
"J4731","naive","post_knowledge","J4731 post_knowledge",103,5,8,18,0.478581033902318,0.0265878352167954,"naive_post_knowledge","245",0.384305899308193,-0.261426713322621
"J4747","naive","post_knowledge","J4747 post_knowledge",345,48,265,30,0.523205443766608,0.0174401814588869,"naive_post_knowledge","246",3.31230595152484,-0.0570023529728073
"J4782","naive","post_knowledge","J4782 post_knowledge",28,35,76,7,0.163434232246929,0.0233477474638469,"naive_post_knowledge","247",-0.523132133403578,-0.118805066566937
"J4840","naive","post_knowledge","J4840 post_knowledge",33,5,10,2,0.0592592592592592,0.0296296296296296,"naive_post_knowledge","248",-0.462636264556127,-0.261426713322621
"J4954","naive","post_knowledge","J4954 post_knowledge",113,33,38,46,1.21231074957785,0.0263545815125619,"naive_post_knowledge","249",0.505297637003095,-0.128313176350649
"J4961","naive","post_knowledge","J4961 post_knowledge",75,16,53,28,0.670214441258895,0.0239362300449605,"naive_post_knowledge","250",0.045529033762465,-0.209132109512203
"J4962","naive","post_knowledge","J4962 post_knowledge",124,3,10,62,0.937795379151031,0.0151257319217908,"naive_post_knowledge","251",0.638388548467488,-0.270934823106333
"J4967","knowledgeable","post_knowledge","J4967 post_knowledge",4,1435,382,1,0.166666666666667,0.166666666666667,"knowledgeable_post_knowledge","252",-0.813512303871345,6.53687178203163
"J4968","naive","post_knowledge","J4968 post_knowledge",89,2,5,49,1.19840731845448,0.0244572922133567,"naive_post_knowledge","253",0.214917466535329,-0.275688877998189
